start,end,text,file
1164.52,1164.76,to,ES2008d.B.words.xml
1164.76,1165.12,use,ES2008d.B.words.xml
1165.12,1165.26,or,ES2008d.B.words.xml
1165.26,1165.57,simple,ES2008d.B.words.xml
1165.57,1165.65,in,ES2008d.B.words.xml
1165.65,1167.07,design,ES2008d.B.words.xml
1167.07,1167.07,?,ES2008d.B.words.xml
1167.07,1167.15,Do,ES2008d.B.words.xml
1167.15,1167.22,you,ES2008d.B.words.xml
1167.22,1167.52,know,ES2008d.B.words.xml
1167.52,1167.52,?,ES2008d.B.words.xml
1175.32,1175.64,Right,ES2008d.B.words.xml
1175.64,1175.64,.,ES2008d.B.words.xml
1184.65,1185.31,I'm,ES2008d.B.words.xml
1185.31,1185.45,give,ES2008d.B.words.xml
1185.45,1185.59,it,ES2008d.B.words.xml
1185.59,1185.76,a,ES2008d.B.words.xml
1185.76,1186.17,three,ES2008d.B.words.xml
1186.17,1186.25,I,ES2008d.B.words.xml
1186.25,1186.61,guess,ES2008d.B.words.xml
1186.61,1186.61,.,ES2008d.B.words.xml
1204.14,1204.21,I,ES2008d.B.words.xml
1204.21,1204.51,dunno,ES2008d.B.words.xml
1204.51,1204.51,.,ES2008d.B.words.xml
1204.51,1204.55,I,ES2008d.B.words.xml
1204.55,1204.75,don't,ES2008d.B.words.xml
1204.75,1204.88,think,ES2008d.B.words.xml
1204.88,1205.03,it's,ES2008d.B.words.xml
1205.03,1205.23,quite,ES2008d.B.words.xml
1205.23,1205.31,as,ES2008d.B.words.xml
1205.31,1205.7,fashionable,ES2008d.B.words.xml
1205.7,1205.86,as,ES2008d.B.words.xml
1205.86,1206.02,my,ES2008d.B.words.xml
1206.02,1206.43,robot,ES2008d.B.words.xml
1206.43,1206.68,remote,ES2008d.B.words.xml
1208.58,1208.7,or,ES2008d.B.words.xml
1208.7,1209.12,alien,ES2008d.B.words.xml
1209.12,1209.19,or,ES2008d.B.words.xml
1209.19,1209.48,whatever,ES2008d.B.words.xml
1209.48,1209.59,he,ES2008d.B.words.xml
1209.59,1209.79,was,ES2008d.B.words.xml
1209.79,1209.79,.,ES2008d.B.words.xml
1215.68,1216.84,Um,ES2008d.B.words.xml
1216.84,1217.19,two,ES2008d.B.words.xml
1217.19,1217.19,.,ES2008d.B.words.xml
1244.32,1244.62,Yeah,ES2008d.B.words.xml
1244.62,1244.62,.,ES2008d.B.words.xml
1249.33,1249.91,Yeah,ES2008d.B.words.xml
1249.91,1249.91,",",ES2008d.B.words.xml
1249.91,1250.2,I'll,ES2008d.B.words.xml
1250.2,1250.32,say,ES2008d.B.words.xml
1250.32,1250.52,two,ES2008d.B.words.xml
1250.52,1250.52,.,ES2008d.B.words.xml
1264.44,1264.68,Shall,ES2008d.B.words.xml
1264.68,1264.88,we,ES2008d.B.words.xml
1264.88,1265.01,uh,ES2008d.B.words.xml
1266.34,1266.54,Well,ES2008d.B.words.xml
1266.54,1266.58,I,ES2008d.B.words.xml
1266.58,1266.76,think,ES2008d.B.words.xml
1266.76,1266.98,all,ES2008d.B.words.xml
1266.98,1267.06,of,ES2008d.B.words.xml
1267.06,1267.22,them,ES2008d.B.words.xml
1267.22,1267.39,should,ES2008d.B.words.xml
1267.39,1267.55,have,ES2008d.B.words.xml
1267.55,1267.67,an,ES2008d.B.words.xml
1267.67,1268.32,R_R_,ES2008d.B.words.xml
1268.32,1268.32,.,ES2008d.B.words.xml
1297.42,1297.59,Oh,ES2008d.B.words.xml
1297.59,1298.47,my,ES2008d.B.words.xml
1298.47,1298.47,.,ES2008d.B.words.xml
1314.47,1314.89,Uh,ES2008d.B.words.xml
1314.89,1315.05,we're,ES2008d.B.words.xml
1315.05,1315.08,n,ES2008d.B.words.xml
1315.08,1315.35,using,ES2008d.B.words.xml
1315.35,1315.77,kinetic,ES2008d.B.words.xml
1315.77,1315.77,",",ES2008d.B.words.xml
1315.77,1316.0,yeah,ES2008d.B.words.xml
1316.0,1316.0,.,ES2008d.B.words.xml
1320.28,1320.64,Yeah,ES2008d.B.words.xml
1320.64,1320.64,.,ES2008d.B.words.xml
1323.43,1324.52,Single,ES2008d.B.words.xml
1324.52,1324.52,.,ES2008d.B.words.xml
1324.52,1325.25,Simple,ES2008d.B.words.xml
1325.25,1325.25,",",ES2008d.B.words.xml
1325.25,1325.61,simple,ES2008d.B.words.xml
1325.61,1325.95,rather,ES2008d.B.words.xml
1325.95,1325.95,.,ES2008d.B.words.xml
1329.68,1329.89,Uh,ES2008d.B.words.xml
1329.89,1330.18,uh,ES2008d.B.words.xml
1330.18,1331.22,uh,ES2008d.B.words.xml
1331.22,1332.36,double-curved,ES2008d.B.words.xml
1332.36,1332.36,.,ES2008d.B.words.xml
1335.67,1335.81,Yeah,ES2008d.B.words.xml
1335.81,1335.9,I,ES2008d.B.words.xml
1335.9,1336.13,never,ES2008d.B.words.xml
1336.13,1336.3,did,ES2008d.B.words.xml
1336.3,1336.45,get,ES2008d.B.words.xml
1336.45,1336.5,a,ES2008d.B.words.xml
1336.5,1336.8,picture,ES2008d.B.words.xml
1336.8,1336.89,of,ES2008d.B.words.xml
1336.89,1337.25,those,ES2008d.B.words.xml
1337.25,1337.49,so,ES2008d.B.words.xml
1337.49,1337.52,I,ES2008d.B.words.xml
1337.52,1337.66,don't,ES2008d.B.words.xml
1337.66,1337.86,really,ES2008d.B.words.xml
1337.86,1338.09,know,ES2008d.B.words.xml
1338.09,1338.09,.,ES2008d.B.words.xml
1339.59,1339.71,Our,ES2008d.B.words.xml
1339.71,1340.0,case,ES2008d.B.words.xml
1340.0,1340.41,material,ES2008d.B.words.xml
1340.41,1341.49,supplements,ES2008d.B.words.xml
1341.49,1341.73,oops,ES2008d.B.words.xml
1341.73,1341.73,",",ES2008d.B.words.xml
1341.73,1341.87,we,ES2008d.B.words.xml
1341.87,1342.0,just,ES2008d.B.words.xml
1342.0,1342.28,skipped,ES2008d.B.words.xml
1342.28,1342.41,by,ES2008d.B.words.xml
1342.41,1344.16,them,ES2008d.B.words.xml
1344.16,1344.16,.,ES2008d.B.words.xml
1344.16,1344.31,No,ES2008d.B.words.xml
1344.31,1344.31,",",ES2008d.B.words.xml
1344.31,1344.67,we,ES2008d.B.words.xml
1344.67,1345.09,we,ES2008d.B.words.xml
1345.09,1345.16,the,ES2008d.B.words.xml
1345.16,1345.63,plastic,ES2008d.B.words.xml
1345.63,1346.27,is,ES2008d.B.words.xml
1346.27,1346.37,the,ES2008d.B.words.xml
1346.37,1346.73,plastic,ES2008d.B.words.xml
1346.73,1346.84,for,ES2008d.B.words.xml
1346.84,1346.93,the,ES2008d.B.words.xml
1346.93,1347.33,inside,ES2008d.B.words.xml
1347.33,1348.15,is,ES2008d.B.words.xml
1348.15,1348.87,assumed,ES2008d.B.words.xml
1348.87,1348.87,.,ES2008d.B.words.xml
1348.87,1348.99,The,ES2008d.B.words.xml
1348.99,1349.57,supplement,ES2008d.B.words.xml
1349.57,1349.89,is,ES2008d.B.words.xml
1351.03,1351.19,Oh,ES2008d.B.words.xml
1351.19,1351.19,",",ES2008d.B.words.xml
1351.19,1351.25,I,ES2008d.B.words.xml
1351.25,1351.45,guess,ES2008d.B.words.xml
1351.45,1351.51,it,ES2008d.B.words.xml
1351.51,1351.64,was,ES2008d.B.words.xml
1351.64,1351.95,rubber,ES2008d.B.words.xml
1351.95,1352.25,rather,ES2008d.B.words.xml
1352.25,1352.42,than,ES2008d.B.words.xml
1352.42,1352.91,latex,ES2008d.B.words.xml
1352.91,1352.91,.,ES2008d.B.words.xml
1354.53,1354.86,Yeah,ES2008d.B.words.xml
1354.86,1354.86,.,ES2008d.B.words.xml
1359.37,1359.91,Uh,ES2008d.B.words.xml
1359.91,1360.73,well,ES2008d.B.words.xml
1364.61,1364.7,I,ES2008d.B.words.xml
1364.7,1364.86,don't,ES2008d.B.words.xml
1364.86,1364.96,know,ES2008d.B.words.xml
1364.96,1365.08,what,ES2008d.B.words.xml
1365.08,1365.21,the,ES2008d.B.words.xml
1365.21,1365.52,se,ES2008d.B.words.xml
1365.52,1365.65,the,ES2008d.B.words.xml
1365.65,1366.05,basic,ES2008d.B.words.xml
1366.05,1366.37,colour,ES2008d.B.words.xml
1366.37,1366.56,is,ES2008d.B.words.xml
1366.56,1366.88,though,ES2008d.B.words.xml
1366.88,1366.88,.,ES2008d.B.words.xml
1370.39,1370.58,Well,ES2008d.B.words.xml
1370.58,1370.58,",",ES2008d.B.words.xml
1370.58,1370.68,are,ES2008d.B.words.xml
1370.68,1370.78,we,ES2008d.B.words.xml
1370.78,1371.11,talking,ES2008d.B.words.xml
1371.11,1371.48,about,ES2008d.B.words.xml
1371.48,1371.71,on,ES2008d.B.words.xml
1371.71,1372.85,each,ES2008d.B.words.xml
1372.85,1373.14,colour,ES2008d.B.words.xml
1373.14,1373.7,combination,ES2008d.B.words.xml
1373.7,1373.73,or,ES2008d.B.words.xml
1373.73,1373.9,are,ES2008d.B.words.xml
1373.9,1374.64,we,ES2008d.B.words.xml
1374.64,1374.64,",",ES2008d.B.words.xml
1374.64,1374.73,you,ES2008d.B.words.xml
1374.73,1374.87,know,ES2008d.B.words.xml
1374.87,1374.87,",",ES2008d.B.words.xml
1374.87,1375.04,we'll,ES2008d.B.words.xml
1375.04,1375.24,like,ES2008d.B.words.xml
1375.24,1375.36,we'll,ES2008d.B.words.xml
1375.36,1375.53,have,ES2008d.B.words.xml
1375.53,1375.84,yellow,ES2008d.B.words.xml
1375.84,1376.05,and,ES2008d.B.words.xml
1376.05,1377.08,black,ES2008d.B.words.xml
1377.08,1377.08,.,ES2008d.B.words.xml
1377.08,1377.28,Is,ES2008d.B.words.xml
1377.28,1377.95,that,ES2008d.B.words.xml
1377.95,1378.18,two,ES2008d.B.words.xml
1378.18,1378.48,special,ES2008d.B.words.xml
1378.48,1379.07,colours,ES2008d.B.words.xml
1379.07,1379.07,?,ES2008d.B.words.xml
1380.31,1381.04,Or,ES2008d.B.words.xml
1381.04,1381.29,or,ES2008d.B.words.xml
1381.29,1381.44,is,ES2008d.B.words.xml
1381.44,1381.69,white,ES2008d.B.words.xml
1381.69,1381.83,and,ES2008d.B.words.xml
1381.83,1382.25,black,ES2008d.B.words.xml
1382.25,1382.25,",",ES2008d.B.words.xml
1382.25,1382.43,then,ES2008d.B.words.xml
1382.43,1382.63,two,ES2008d.B.words.xml
1382.63,1383.18,more,ES2008d.B.words.xml
1383.18,1383.48,or,ES2008d.B.words.xml
1388.11,1389.17,Uh,ES2008d.B.words.xml
1389.17,1389.17,.,ES2008d.B.words.xml
1390.55,1390.65,I,ES2008d.B.words.xml
1390.65,1390.88,guess,ES2008d.B.words.xml
1390.88,1391.08,it's,ES2008d.B.words.xml
1391.08,1391.99,three,ES2008d.B.words.xml
1391.99,1391.99,",",ES2008d.B.words.xml
1391.99,1392.43,three,ES2008d.B.words.xml
1392.43,1393.31,three,ES2008d.B.words.xml
1393.31,1393.31,.,ES2008d.B.words.xml
1394.44,1394.81,Alright,ES2008d.B.words.xml
1394.81,1394.81,.,ES2008d.B.words.xml
1399.4,1399.69,Yeah,ES2008d.B.words.xml
1399.69,1399.69,.,ES2008d.B.words.xml
1403.45,1404.3,Six,ES2008d.B.words.xml
1404.3,1404.3,",",ES2008d.B.words.xml
1404.3,1404.46,with,ES2008d.B.words.xml
1404.46,1404.54,the,ES2008d.B.words.xml
1404.54,1404.73,power,ES2008d.B.words.xml
1404.73,1404.73,.,ES2008d.B.words.xml
1406.47,1406.83,Yeah,ES2008d.B.words.xml
1406.83,1406.83,.,ES2008d.B.words.xml
1408.25,1408.64,No,ES2008d.B.words.xml
1408.64,1408.64,.,ES2008d.B.words.xml
1408.64,1408.85,Oh,ES2008d.B.words.xml
1408.85,1408.85,",",ES2008d.B.words.xml
1408.85,1409.45,we'll,ES2008d.B.words.xml
1409.45,1409.55,do,ES2008d.B.words.xml
1409.55,1409.67,we,ES2008d.B.words.xml
1409.67,1409.8,wa,ES2008d.B.words.xml
1411.36,1411.46,Are,ES2008d.B.words.xml
1411.46,1411.54,the,ES2008d.B.words.xml
1411.54,1411.89,buttons,ES2008d.B.words.xml
1411.89,1412.05,in,ES2008d.B.words.xml
1412.05,1412.36,special,ES2008d.B.words.xml
1412.36,1412.7,colour,ES2008d.B.words.xml
1412.7,1412.7,",",ES2008d.B.words.xml
1412.7,1413.02,special,ES2008d.B.words.xml
1413.02,1413.16,f,ES2008d.B.words.xml
1414.52,1414.58,I,ES2008d.B.words.xml
1414.58,1414.78,didn't,ES2008d.B.words.xml
1414.78,1414.92,get,ES2008d.B.words.xml
1414.92,1415.44,information,ES2008d.B.words.xml
1415.44,1415.55,on,ES2008d.B.words.xml
1421.48,1421.98,Well,ES2008d.B.words.xml
1421.98,1421.98,",",ES2008d.B.words.xml
1421.98,1422.17,does,ES2008d.B.words.xml
1422.17,1423.04,it,ES2008d.B.words.xml
1423.04,1423.15,but,ES2008d.B.words.xml
1423.15,1423.27,if,ES2008d.B.words.xml
1423.27,1423.4,we're,ES2008d.B.words.xml
1423.4,1423.75,making,ES2008d.B.words.xml
1423.75,1424.32,multiple,ES2008d.B.words.xml
1424.32,1424.91,varieties,ES2008d.B.words.xml
1424.91,1425.41,of,ES2008d.B.words.xml
1425.41,1425.57,this,ES2008d.B.words.xml
1425.57,1425.65,is,ES2008d.B.words.xml
1425.65,1425.79,where,ES2008d.B.words.xml
1425.79,1425.91,I'm,ES2008d.B.words.xml
1425.91,1426.09,getting,ES2008d.B.words.xml
1426.09,1426.62,confused,ES2008d.B.words.xml
1426.62,1426.62,.,ES2008d.B.words.xml
1428.68,1428.87,per,ES2008d.B.words.xml
1428.87,1429.21,unit,ES2008d.B.words.xml
1429.21,1429.21,",",ES2008d.B.words.xml
1429.21,1429.82,okay,ES2008d.B.words.xml
1429.82,1429.82,",",ES2008d.B.words.xml
1429.82,1430.08,okay,ES2008d.B.words.xml
1430.08,1430.08,.,ES2008d.B.words.xml
1431.86,1432.18,Alright,ES2008d.B.words.xml
1432.18,1432.18,",",ES2008d.B.words.xml
1432.18,1432.35,and,ES2008d.B.words.xml
1432.35,1432.97,each,ES2008d.B.words.xml
1432.97,1433.8,button,ES2008d.B.words.xml
1433.8,1434.41,s,ES2008d.B.words.xml
1440.56,1442.05,Yeah,ES2008d.B.words.xml
1442.05,1442.05,",",ES2008d.B.words.xml
1442.05,1442.34,okay,ES2008d.B.words.xml
1442.34,1442.34,.,ES2008d.B.words.xml
1446.52,1446.88,No,ES2008d.B.words.xml
1446.88,1446.88,",",ES2008d.B.words.xml
1446.88,1446.94,I,ES2008d.B.words.xml
1446.94,1447.64,think,ES2008d.B.words.xml
1447.64,1447.76,they're,ES2008d.B.words.xml
1447.76,1448.91,fine,ES2008d.B.words.xml
1448.91,1448.91,.,ES2008d.B.words.xml
1448.91,1449.45,Material,ES2008d.B.words.xml
1449.45,1449.45,",",ES2008d.B.words.xml
1449.45,1449.57,we,ES2008d.B.words.xml
1449.57,1449.79,want,ES2008d.B.words.xml
1449.79,1449.95,them,ES2008d.B.words.xml
1449.95,1450.22,rubber,ES2008d.B.words.xml
1450.22,1450.37,as,ES2008d.B.words.xml
1450.37,1450.55,well,ES2008d.B.words.xml
1450.55,1451.03,probably,ES2008d.B.words.xml
1451.03,1451.03,",",ES2008d.B.words.xml
1451.03,1451.21,yeah,ES2008d.B.words.xml
1451.21,1451.21,.,ES2008d.B.words.xml
1455.56,1456.13,No,ES2008d.B.words.xml
1456.13,1456.13,",",ES2008d.B.words.xml
1456.13,1456.18,I,ES2008d.B.words.xml
1456.18,1456.4,don't,ES2008d.B.words.xml
1456.4,1456.57,think,ES2008d.B.words.xml
1456.57,1456.78,so,ES2008d.B.words.xml
1456.78,1456.78,.,ES2008d.B.words.xml
1458.8,1458.91,I,ES2008d.B.words.xml
1458.91,1459.13,think,ES2008d.B.words.xml
1459.13,1459.39,they're,ES2008d.B.words.xml
1459.39,1459.57,if,ES2008d.B.words.xml
1459.57,1459.69,they're,ES2008d.B.words.xml
1459.69,1459.89,all,ES2008d.B.words.xml
1459.89,1460.05,gonna,ES2008d.B.words.xml
1460.05,1460.18,be,ES2008d.B.words.xml
1460.18,1460.57,rubber,ES2008d.B.words.xml
1460.57,1460.7,then,ES2008d.B.words.xml
1460.7,1460.88,it,ES2008d.B.words.xml
1460.88,1461.15,that's,ES2008d.B.words.xml
1461.15,1461.31,what,ES2008d.B.words.xml
1461.31,1461.62,it,ES2008d.B.words.xml
1461.62,1462.16,matters,ES2008d.B.words.xml
1462.16,1462.16,.,ES2008d.B.words.xml
1464.21,1464.53,Yeah,ES2008d.B.words.xml
1464.53,1464.53,.,ES2008d.B.words.xml
1467.44,1467.71,Yeah,ES2008d.B.words.xml
1467.71,1467.71,.,ES2008d.B.words.xml
1469.38,1469.63,Okay,ES2008d.B.words.xml
1469.63,1469.63,.,ES2008d.B.words.xml
1473.92,1474.07,Oh,ES2008d.B.words.xml
1474.07,1474.3,oh,ES2008d.B.words.xml
1474.3,1474.3,.,ES2008d.B.words.xml
1476.6,1476.82,Okay,ES2008d.B.words.xml
1476.82,1476.82,",",ES2008d.B.words.xml
1476.82,1477.07,let's,ES2008d.B.words.xml
1477.07,1477.24,have,ES2008d.B.words.xml
1477.24,1477.51,our,ES2008d.B.words.xml
1477.51,1477.96,buttons,ES2008d.B.words.xml
1477.96,1478.11,all,ES2008d.B.words.xml
1478.11,1478.23,be,ES2008d.B.words.xml
1478.23,1478.41,one,ES2008d.B.words.xml
1478.41,1478.75,colour,ES2008d.B.words.xml
1478.75,1478.75,.,ES2008d.B.words.xml
1485.42,1485.73,Alright,ES2008d.B.words.xml
1485.73,1485.73,.,ES2008d.B.words.xml
1487.87,1488.45,Uh,ES2008d.B.words.xml
1488.45,1488.45,.,ES2008d.B.words.xml
1490.2,1490.35,We,ES2008d.B.words.xml
1490.35,1490.59,have,ES2008d.B.words.xml
1490.59,1490.84,no,ES2008d.B.words.xml
1490.84,1491.32,idea,ES2008d.B.words.xml
1491.32,1491.32,.,ES2008d.B.words.xml
1494.36,1494.47,I,ES2008d.B.words.xml
1494.47,1494.9,dunno,ES2008d.B.words.xml
1494.9,1494.9,",",ES2008d.B.words.xml
1494.9,1495.06,I,ES2008d.B.words.xml
1495.06,1495.3,didn't,ES2008d.B.words.xml
1495.3,1495.45,get,ES2008d.B.words.xml
1495.45,1495.64,any,ES2008d.B.words.xml
1495.64,1496.08,pictures,ES2008d.B.words.xml
1496.08,1496.08,.,ES2008d.B.words.xml
1499.53,1500.03,It's,ES2008d.B.words.xml
1500.03,1500.72,single,ES2008d.B.words.xml
1500.72,1503.0,curved,ES2008d.B.words.xml
1503.0,1503.0,.,ES2008d.B.words.xml
1503.0,1503.78,Why,ES2008d.B.words.xml
1503.78,1504.32,not,ES2008d.B.words.xml
1504.32,1504.32,?,ES2008d.B.words.xml
1515.41,1515.67,Yeah,ES2008d.B.words.xml
1515.67,1515.67,.,ES2008d.B.words.xml
1518.1,1518.26,That,ES2008d.B.words.xml
1518.26,1518.4,is,ES2008d.B.words.xml
1518.4,1519.76,important,ES2008d.B.words.xml
1519.76,1519.76,.,ES2008d.B.words.xml
1519.76,1519.92,How,ES2008d.B.words.xml
1519.92,1520.12,did,ES2008d.B.words.xml
1520.12,1520.21,it,ES2008d.B.words.xml
1520.21,1520.36,get,ES2008d.B.words.xml
1520.36,1520.57,more,ES2008d.B.words.xml
1520.57,1521.19,expensive,ES2008d.B.words.xml
1521.19,1521.19,",",ES2008d.B.words.xml
1521.19,1521.36,what,ES2008d.B.words.xml
1521.36,1521.45,did,ES2008d.B.words.xml
1521.45,1521.61,you,ES2008d.B.words.xml
1521.61,1521.91,just,ES2008d.B.words.xml
1521.91,1522.9,change,ES2008d.B.words.xml
1522.9,1522.9,?,ES2008d.B.words.xml
1522.9,1523.06,It,ES2008d.B.words.xml
1523.06,1523.32,was,ES2008d.B.words.xml
1523.32,1523.4,it,ES2008d.B.words.xml
1523.4,1523.61,was,ES2008d.B.words.xml
1523.61,1524.13,thirteen,ES2008d.B.words.xml
1524.13,1524.24,and,ES2008d.B.words.xml
1524.24,1524.4,now,ES2008d.B.words.xml
1524.4,1524.55,it's,ES2008d.B.words.xml
1524.55,1525.16,fifteen,ES2008d.B.words.xml
1525.16,1525.16,.,ES2008d.B.words.xml
1532.48,1532.71,Twelve,ES2008d.B.words.xml
1532.71,1532.87,point,ES2008d.B.words.xml
1532.87,1533.54,five,ES2008d.B.words.xml
1533.54,1533.54,.,ES2008d.B.words.xml
1533.54,1533.71,Hey,ES2008d.B.words.xml
1533.71,1534.22,hey,ES2008d.B.words.xml
1534.22,1534.22,.,ES2008d.B.words.xml
1536.23,1536.32,We're,ES2008d.B.words.xml
1536.32,1536.41,all,ES2008d.B.words.xml
1536.41,1536.61,set,ES2008d.B.words.xml
1536.61,1536.85,then,ES2008d.B.words.xml
1536.85,1536.85,.,ES2008d.B.words.xml
1540.37,1540.81,Ish,ES2008d.B.words.xml
1540.81,1540.81,.,ES2008d.B.words.xml
1543.01,1543.26,Alright,ES2008d.B.words.xml
1543.26,1543.26,.,ES2008d.B.words.xml
1561.57,1562.22,Yes,ES2008d.B.words.xml
1562.22,1562.22,.,ES2008d.B.words.xml
1599.78,1599.89,Well,ES2008d.B.words.xml
1599.89,1599.89,.,ES2008d.B.words.xml
1603.0,1603.15,I,ES2008d.B.words.xml
1603.15,1603.38,felt,ES2008d.B.words.xml
1603.38,1603.58,very,ES2008d.B.words.xml
1603.58,1606.23,creative,ES2008d.B.words.xml
1606.23,1606.23,.,ES2008d.B.words.xml
1606.23,1606.36,I,ES2008d.B.words.xml
1606.36,1607.3,enjoyed,ES2008d.B.words.xml
1607.3,1607.63,making,ES2008d.B.words.xml
1607.63,1607.72,the,ES2008d.B.words.xml
1607.72,1608.3,prototypes,ES2008d.B.words.xml
1608.3,1608.3,.,ES2008d.B.words.xml
1616.35,1616.73,Yeah,ES2008d.B.words.xml
1616.73,1616.73,.,ES2008d.B.words.xml
1623.36,1623.45,I,ES2008d.B.words.xml
1623.45,1623.92,think,ES2008d.B.words.xml
1623.92,1624.09,we,ES2008d.B.words.xml
1624.09,1624.4,could've,ES2008d.B.words.xml
1624.4,1624.81,done,ES2008d.B.words.xml
1624.81,1625.05,even,ES2008d.B.words.xml
1625.05,1625.26,better,ES2008d.B.words.xml
1625.26,1625.41,with,ES2008d.B.words.xml
1625.41,1625.49,a,ES2008d.B.words.xml
1625.49,1625.68,little,ES2008d.B.words.xml
1625.68,1625.82,bit,ES2008d.B.words.xml
1625.82,1625.99,more,ES2008d.B.words.xml
1625.99,1626.6,information,ES2008d.B.words.xml
1626.6,1626.6,",",ES2008d.B.words.xml
1626.6,1626.8,like,ES2008d.B.words.xml
1626.8,1627.03,what's,ES2008d.B.words.xml
1627.03,1627.09,a,ES2008d.B.words.xml
1627.09,1627.7,single-curved,ES2008d.B.words.xml
1627.7,1627.98,case,ES2008d.B.words.xml
1627.98,1627.98,",",ES2008d.B.words.xml
1627.98,1628.13,how,ES2008d.B.words.xml
1628.13,1628.47,many,ES2008d.B.words.xml
1628.47,1629.55,colours,ES2008d.B.words.xml
1629.55,1629.55,",",ES2008d.B.words.xml
1629.55,1629.69,what,ES2008d.B.words.xml
1629.69,1629.78,do,ES2008d.B.words.xml
1629.78,1630.08,colours,ES2008d.B.words.xml
1630.08,1630.4,count,ES2008d.B.words.xml
1631.49,1631.84,things,ES2008d.B.words.xml
1631.84,1631.84,",",ES2008d.B.words.xml
1631.84,1632.12,but,ES2008d.B.words.xml
1632.12,1632.79,given,ES2008d.B.words.xml
1632.79,1633.03,given,ES2008d.B.words.xml
1633.03,1633.18,what,ES2008d.B.words.xml
1633.18,1633.3,we,ES2008d.B.words.xml
1633.3,1633.49,had,ES2008d.B.words.xml
1633.49,1633.56,I,ES2008d.B.words.xml
1633.56,1633.76,think,ES2008d.B.words.xml
1633.76,1633.85,that,ES2008d.B.words.xml
1633.85,1633.91,we,ES2008d.B.words.xml
1633.91,1634.36,did,ES2008d.B.words.xml
1634.36,1634.52,we,ES2008d.B.words.xml
1634.52,1634.69,did,ES2008d.B.words.xml
1634.69,1634.93,really,ES2008d.B.words.xml
1634.93,1635.2,well,ES2008d.B.words.xml
1635.2,1635.2,.,ES2008d.B.words.xml
1636.46,1637.23,Um,ES2008d.B.words.xml
1637.23,1637.29,I,ES2008d.B.words.xml
1637.29,1637.56,think,ES2008d.B.words.xml
1637.56,1637.67,we,ES2008d.B.words.xml
1637.67,1637.92,worked,ES2008d.B.words.xml
1637.92,1638.33,together,ES2008d.B.words.xml
1638.33,1638.58,pretty,ES2008d.B.words.xml
1638.58,1638.88,well,ES2008d.B.words.xml
1638.88,1638.88,.,ES2008d.B.words.xml
1644.26,1646.76,Yeah,ES2008d.B.words.xml
1646.76,1646.76,.,ES2008d.B.words.xml
1646.76,1646.88,But,ES2008d.B.words.xml
1646.88,1647.01,the,ES2008d.B.words.xml
1647.01,1647.3,fruits,ES2008d.B.words.xml
1647.3,1647.39,and,ES2008d.B.words.xml
1647.39,1647.94,vegetables,ES2008d.B.words.xml
1647.94,1647.94,",",ES2008d.B.words.xml
1647.94,1648.08,they,ES2008d.B.words.xml
1648.08,1648.55,really,ES2008d.B.words.xml
1648.55,1648.66,my,ES2008d.B.words.xml
1648.66,1649.45,creativity,ES2008d.B.words.xml
1649.45,1649.45,",",ES2008d.B.words.xml
1649.45,1649.86,so,ES2008d.B.words.xml
1649.86,1649.86,.,ES2008d.B.words.xml
1654.76,1654.82,Do,ES2008d.B.words.xml
1654.82,1654.9,you,ES2008d.B.words.xml
1654.9,1655.05,think,ES2008d.B.words.xml
1655.05,1655.15,we,ES2008d.B.words.xml
1655.15,1655.4,could,ES2008d.B.words.xml
1666.71,1666.96,Yeah,ES2008d.B.words.xml
1666.96,1666.96,.,ES2008d.B.words.xml
1695.59,1695.74,Yeah,ES2008d.B.words.xml
1695.74,1695.74,.,ES2008d.B.words.xml
1704.39,1704.54,Can,ES2008d.B.words.xml
1704.54,1704.67,we,ES2008d.B.words.xml
1704.67,1705.0,market,ES2008d.B.words.xml
1705.0,1705.19,this,ES2008d.B.words.xml
1705.19,1705.4,as,ES2008d.B.words.xml
1705.4,1705.57,the,ES2008d.B.words.xml
1705.57,1705.96,mango,ES2008d.B.words.xml
1705.96,1706.65,remote,ES2008d.B.words.xml
1706.65,1706.65,?,ES2008d.B.words.xml
1706.65,1706.84,Should,ES2008d.B.words.xml
1706.84,1706.91,we,ES2008d.B.words.xml
1706.91,1707.09,have,ES2008d.B.words.xml
1707.09,1707.28,that,ES2008d.B.words.xml
1707.28,1707.64,somewhere,ES2008d.B.words.xml
1707.64,1707.75,on,ES2008d.B.words.xml
1707.75,1707.83,the,ES2008d.B.words.xml
1707.83,1708.51,packaging,ES2008d.B.words.xml
1708.51,1708.51,?,ES2008d.B.words.xml
1711.12,1711.16,I,ES2008d.B.words.xml
1711.16,1711.36,have,ES2008d.B.words.xml
1711.36,1711.45,a,ES2008d.B.words.xml
1711.45,1711.64,little,ES2008d.B.words.xml
1711.64,1712.55,R_R_,ES2008d.B.words.xml
1712.55,1712.55,.,ES2008d.B.words.xml
1720.14,1721.29,Yes,ES2008d.B.words.xml
1721.29,1721.29,.,ES2008d.B.words.xml
1721.29,1721.69,Hopefully,ES2008d.B.words.xml
1721.69,1721.92,not,ES2008d.B.words.xml
1721.92,1722.08,with,ES2008d.B.words.xml
1722.08,1722.29,just,ES2008d.B.words.xml
1722.29,1722.38,my,ES2008d.B.words.xml
1722.38,1722.91,fingernail,ES2008d.B.words.xml
1722.91,1723.48,at,ES2008d.B.words.xml
1723.48,1723.71,some,ES2008d.B.words.xml
1723.71,1724.01,point,ES2008d.B.words.xml
