"","TE_datasets[j]","Species","Subj_idx","Session","Block","Trial","Stim","Procedure","Duration_Set","Target_Duration","Response"
"2228","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,8,"Audiovisual","TE",32,32,15.1
"2229","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,9,"Audiovisual","TE",16,16,7.9
"2230","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,10,"Audiovisual","TE",1.5,1.5,1
"2231","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,11,"Audiovisual","TE",32,32,20
"2232","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,12,"Audiovisual","TE",12,12,8.1
"2233","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,13,"Audiovisual","TE",4,4,4
"2234","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,14,"Audiovisual","TE",48,48,30
"2235","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,15,"Audiovisual","TE",8,8,8.1
"2236","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,16,"Audiovisual","TE",1.5,1.5,2
"2237","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,17,"Audiovisual","TE",6,6,6.9
"2238","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,18,"Audiovisual","TE",64,64,60.1
"2239","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,19,"Audiovisual","TE",1,1,2
"2240","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,20,"Audiovisual","TE",6,6,6
"2241","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,21,"Audiovisual","TE",2,2,2
"2242","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,22,"Audiovisual","TE",1.5,1.5,1
"2243","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,23,"Audiovisual","TE",8,8,5
"2244","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,24,"Audiovisual","TE",1,1,1.5
"2245","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,25,"Audiovisual","TE",12,12,15
"2246","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,26,"Audiovisual","TE",24,24,15.1
"2247","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,27,"Audiovisual","TE",4,4,4
"2248","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,28,"Audiovisual","TE",24,24,20.7
"2249","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,29,"Audiovisual","TE",6,6,5.5
"2250","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,30,"Audiovisual","TE",1,1,1.5
"2251","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,31,"Audiovisual","TE",4,4,3
"2252","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,32,"Audiovisual","TE",64,64,40.8
"2253","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,33,"Audiovisual","TE",12,12,10
"2254","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,34,"Audiovisual","TE",1,1,2
"2255","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,35,"Audiovisual","TE",48,48,59.9
"2256","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,36,"Audiovisual","TE",12,12,8.1
"2257","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,37,"Audiovisual","TE",8,8,3
"2258","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,38,"Audiovisual","TE",24,24,20.8
"2259","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,39,"Audiovisual","TE",48,48,29.9
"2260","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,40,"Audiovisual","TE",48,48,55
"2261","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,41,"Audiovisual","TE",8,8,4
"2262","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,42,"Audiovisual","TE",3,3,2
"2263","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,43,"Audiovisual","TE",48,48,70
"2264","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,44,"Audiovisual","TE",3,3,3
"2265","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,45,"Audiovisual","TE",6,6,4
"2266","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,46,"Audiovisual","TE",6,6,23.3
"2267","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,47,"Audiovisual","TE",64,64,74.9
"2268","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,48,"Audiovisual","TE",6,6,6
"2269","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,49,"Audiovisual","TE",24,24,30
"2270","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,50,"Audiovisual","TE",2,2,2
"2271","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,51,"Audiovisual","TE",6,6,6
"2272","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,52,"Audiovisual","TE",48,48,45
"2273","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,53,"Audiovisual","TE",64,64,70
"2274","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,54,"Audiovisual","TE",2,2,2
"2275","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,55,"Audiovisual","TE",2,2,1.5
"2276","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,56,"Audiovisual","TE",64,64,45
"2277","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,57,"Audiovisual","TE",2,2,2
"2278","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,58,"Audiovisual","TE",1.5,1.5,1.5
"2279","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,59,"Audiovisual","TE",6,6,4
"2280","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,60,"Audiovisual","TE",16,16,8.1
"2281","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,61,"Audiovisual","TE",48,48,29.9
"2282","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,62,"Audiovisual","TE",24,24,21
"2283","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,63,"Audiovisual","TE",12,12,10
"2284","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,64,"Audiovisual","TE",24,24,15.1
"2285","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,65,"Audiovisual","TE",4,4,4
"2286","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,66,"Audiovisual","TE",16,16,6
"2287","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,67,"Audiovisual","TE",1,1,2
"2288","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,68,"Audiovisual","TE",48,48,37.5
"2289","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,69,"Audiovisual","TE",4,4,4
"2290","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,70,"Audiovisual","TE",24,24,10.1
"2291","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,71,"Audiovisual","TE",48,48,25
"2292","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,72,"Audiovisual","TE",48,48,35
"2293","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,73,"Audiovisual","TE",6,6,6
"2294","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,74,"Audiovisual","TE",16,16,10
"2295","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,75,"Audiovisual","TE",24,24,20
"2296","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,76,"Audiovisual","TE",1,1,2
"2297","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,77,"Audiovisual","TE",16,16,15
"2298","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,78,"Audiovisual","TE",3,3,3
"2299","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,79,"Audiovisual","TE",8,8,6
"2300","dataset_TE_Suarez-Pinilla_2019.csv","Human",32,30,1,80,"Audiovisual","TE",64,64,45
"2301","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,1,"Audiovisual","TE",24,24,10
"2302","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,2,"Audiovisual","TE",64,64,60
"2303","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,3,"Audiovisual","TE",12,12,7.5
"2304","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,4,"Audiovisual","TE",1.5,1.5,1
"2305","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,5,"Audiovisual","TE",48,48,30
"2306","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,6,"Audiovisual","TE",24,24,11
"2307","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,7,"Audiovisual","TE",24,24,13
"2308","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,8,"Audiovisual","TE",6,6,3
"2309","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,9,"Audiovisual","TE",4,4,1.5
"2310","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,10,"Audiovisual","TE",4,4,1
"2311","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,11,"Audiovisual","TE",32,32,20
"2312","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,12,"Audiovisual","TE",24,24,15
"2313","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,13,"Audiovisual","TE",8,8,2.5
"2314","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,14,"Audiovisual","TE",24,24,8.1
"2315","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,15,"Audiovisual","TE",6,6,2.5
"2316","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,16,"Audiovisual","TE",1,1,1
"2317","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,17,"Audiovisual","TE",1,1,0.8
"2318","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,18,"Audiovisual","TE",6,6,2
"2319","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,19,"Audiovisual","TE",12,12,3
"2320","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,20,"Audiovisual","TE",6,6,1.5
"2321","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,21,"Audiovisual","TE",6,6,3
"2322","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,22,"Audiovisual","TE",1,1,0.7
"2323","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,23,"Audiovisual","TE",16,16,5
"2324","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,24,"Audiovisual","TE",32,32,50.5
"2325","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,25,"Audiovisual","TE",1,1,0.6
"2326","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,26,"Audiovisual","TE",4,4,2
"2327","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,27,"Audiovisual","TE",24,24,8.2
"2328","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,28,"Audiovisual","TE",3,3,1
"2329","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,29,"Audiovisual","TE",8,8,4
"2330","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,30,"Audiovisual","TE",16,16,5.1
"2331","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,31,"Audiovisual","TE",64,64,70
"2332","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,32,"Audiovisual","TE",6,6,2
"2333","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,33,"Audiovisual","TE",12,12,5
"2334","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,34,"Audiovisual","TE",12,12,7.1
"2335","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,35,"Audiovisual","TE",48,48,15
"2336","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,36,"Audiovisual","TE",48,48,30
"2337","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,37,"Audiovisual","TE",16,16,15
"2338","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,38,"Audiovisual","TE",1,1,1
"2339","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,39,"Audiovisual","TE",16,16,5
"2340","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,40,"Audiovisual","TE",1.5,1.5,1
"2341","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,41,"Audiovisual","TE",2,2,0.7
"2342","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,42,"Audiovisual","TE",1,1,0.9
"2343","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,43,"Audiovisual","TE",16,16,9
"2344","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,44,"Audiovisual","TE",6,6,1
"2345","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,45,"Audiovisual","TE",32,32,10
"2346","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,46,"Audiovisual","TE",6,6,2
"2347","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,47,"Audiovisual","TE",64,64,50
"2348","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,48,"Audiovisual","TE",2,2,1
"2349","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,49,"Audiovisual","TE",2,2,1
"2350","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,50,"Audiovisual","TE",4,4,1.3
"2351","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,51,"Audiovisual","TE",1,1,0.8
"2352","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,52,"Audiovisual","TE",1,1,0.6
"2353","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,53,"Audiovisual","TE",8,8,1.5
"2354","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,54,"Audiovisual","TE",12,12,4
"2355","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,55,"Audiovisual","TE",16,16,6
"2356","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,56,"Audiovisual","TE",8,8,3
"2357","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,57,"Audiovisual","TE",3,3,1
"2358","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,58,"Audiovisual","TE",48,48,11
"2359","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,59,"Audiovisual","TE",32,32,9
"2360","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,60,"Audiovisual","TE",8,8,5.1
"2361","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,61,"Audiovisual","TE",1.5,1.5,0.7
"2362","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,62,"Audiovisual","TE",24,24,9
"2363","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,63,"Audiovisual","TE",1,1,0.6
"2364","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,64,"Audiovisual","TE",32,32,10
"2365","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,65,"Audiovisual","TE",32,32,15
"2366","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,66,"Audiovisual","TE",2,2,1
"2367","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,67,"Audiovisual","TE",48,48,12
"2368","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,68,"Audiovisual","TE",32,32,13
"2369","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,69,"Audiovisual","TE",4,4,1.5
"2370","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,70,"Audiovisual","TE",6,6,3.5
"2371","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,71,"Audiovisual","TE",48,48,15
"2372","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,72,"Audiovisual","TE",24,24,10
"2373","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,73,"Audiovisual","TE",48,48,15
"2374","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,74,"Audiovisual","TE",3,3,1
"2375","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,75,"Audiovisual","TE",64,64,60.1
"2376","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,76,"Audiovisual","TE",16,16,4.5
"2377","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,77,"Audiovisual","TE",48,48,30
"2378","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,78,"Audiovisual","TE",1,1,1
"2379","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,79,"Audiovisual","TE",2,2,1.5
"2380","dataset_TE_Suarez-Pinilla_2019.csv","Human",33,31,1,80,"Audiovisual","TE",1.5,1.5,0.8
"2381","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,1,"Audiovisual","TE",48,48,25
"2382","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,2,"Audiovisual","TE",1.5,1.5,1
"2383","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,3,"Audiovisual","TE",48,48,30
"2384","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,4,"Audiovisual","TE",2,2,1
"2385","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,5,"Audiovisual","TE",2,2,2
"2386","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,6,"Audiovisual","TE",1,1,1
"2387","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,7,"Audiovisual","TE",12,12,12
"2388","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,8,"Audiovisual","TE",6,6,3
"2389","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,9,"Audiovisual","TE",3,3,1
"2390","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,10,"Audiovisual","TE",8,8,6
"2391","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,11,"Audiovisual","TE",1,1,1
"2392","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,12,"Audiovisual","TE",2,2,1
"2393","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,13,"Audiovisual","TE",48,48,25
"2394","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,14,"Audiovisual","TE",8,8,6.1
"2395","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,15,"Audiovisual","TE",6,6,5
"2396","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,16,"Audiovisual","TE",24,24,10
"2397","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,17,"Audiovisual","TE",16,16,7.1
"2398","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,18,"Audiovisual","TE",32,32,15
"2399","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,19,"Audiovisual","TE",4,4,2
"2400","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,20,"Audiovisual","TE",6,6,4
"2401","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,21,"Audiovisual","TE",2,2,1
"2402","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,22,"Audiovisual","TE",12,12,6
"2403","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,23,"Audiovisual","TE",32,32,12
"2404","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,24,"Audiovisual","TE",24,24,12
"2405","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,25,"Audiovisual","TE",8,8,5
"2406","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,26,"Audiovisual","TE",6,6,4
"2407","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,27,"Audiovisual","TE",4,4,4
"2408","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,28,"Audiovisual","TE",1.5,1.5,1
"2409","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,29,"Audiovisual","TE",1.5,1.5,1
"2410","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,30,"Audiovisual","TE",4,4,3
"2411","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,31,"Audiovisual","TE",64,64,25
"2412","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,32,"Audiovisual","TE",1,1,1
"2413","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,33,"Audiovisual","TE",12,12,8.1
"2414","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,34,"Audiovisual","TE",24,24,10
"2415","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,35,"Audiovisual","TE",16,16,10
"2416","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,36,"Audiovisual","TE",48,48,20
"2417","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,37,"Audiovisual","TE",2,2,2
"2418","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,38,"Audiovisual","TE",3,3,2
"2419","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,39,"Audiovisual","TE",2,2,2
"2420","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,40,"Audiovisual","TE",12,12,5
"2421","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,41,"Audiovisual","TE",3,3,2
"2422","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,42,"Audiovisual","TE",12,12,6
"2423","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,43,"Audiovisual","TE",32,32,12
"2424","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,44,"Audiovisual","TE",12,12,10
"2425","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,45,"Audiovisual","TE",24,24,15
"2426","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,46,"Audiovisual","TE",1.5,1.5,1
"2427","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,47,"Audiovisual","TE",24,24,12
"2428","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,48,"Audiovisual","TE",1,1,1
"2429","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,49,"Audiovisual","TE",4,4,2
"2430","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,50,"Audiovisual","TE",64,64,25
"2431","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,51,"Audiovisual","TE",2,2,1
"2432","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,52,"Audiovisual","TE",2,2,2
"2433","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,53,"Audiovisual","TE",32,32,15
"2434","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,54,"Audiovisual","TE",64,64,25
"2435","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,55,"Audiovisual","TE",12,12,9.2
"2436","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,56,"Audiovisual","TE",3,3,2
"2437","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,57,"Audiovisual","TE",6,6,4
"2438","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,58,"Audiovisual","TE",1,1,0.9
"2439","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,59,"Audiovisual","TE",32,32,17.9
"2440","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,60,"Audiovisual","TE",32,32,13
"2441","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,61,"Audiovisual","TE",4,4,3
"2442","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,62,"Audiovisual","TE",6,6,4
"2443","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,63,"Audiovisual","TE",8,8,4
"2444","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,64,"Audiovisual","TE",64,64,30
"2445","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,65,"Audiovisual","TE",3,3,2
"2446","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,66,"Audiovisual","TE",64,64,35
"2447","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,67,"Audiovisual","TE",48,48,15
"2448","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,68,"Audiovisual","TE",64,64,24.9
"2449","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,69,"Audiovisual","TE",2,2,2
"2450","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,70,"Audiovisual","TE",2,2,3
"2451","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,71,"Audiovisual","TE",12,12,6.9
"2452","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,72,"Audiovisual","TE",6,6,4.9
"2453","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,73,"Audiovisual","TE",32,32,15
"2454","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,74,"Audiovisual","TE",64,64,40
"2455","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,75,"Audiovisual","TE",48,48,15.1
"2456","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,76,"Audiovisual","TE",2,2,2
"2457","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,77,"Audiovisual","TE",12,12,5
"2458","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,78,"Audiovisual","TE",12,12,8.3
"2459","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,79,"Audiovisual","TE",16,16,10
"2460","dataset_TE_Suarez-Pinilla_2019.csv","Human",34,32,1,80,"Audiovisual","TE",24,24,10
"2461","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,1,"Audiovisual","TE",8,8,5.7
"2462","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,2,"Audiovisual","TE",1.5,1.5,1.1
"2463","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,3,"Audiovisual","TE",32,32,16
"2464","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,4,"Audiovisual","TE",1,1,2
"2465","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,5,"Audiovisual","TE",12,12,8.1
"2466","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,6,"Audiovisual","TE",1.5,1.5,1
"2467","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,7,"Audiovisual","TE",12,12,10.6
"2468","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,8,"Audiovisual","TE",8,8,6.2
"2469","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,9,"Audiovisual","TE",8,8,2.6
"2470","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,10,"Audiovisual","TE",24,24,16
"2471","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,11,"Audiovisual","TE",64,64,60.2
"2472","dataset_TE_Suarez-Pinilla_2019.csv","Human",35,33,1,12,"Audiovisual","TE",4,4,4
